Completed,Difference,Fate,Hull_Number,Laid_Down,Launched,Name,Namesake,Shipyard,Type
1943-06-17,320.0,Scrapped 1961,1491,1942-08-01,1943-04-29,Joseph R Lamur,Joseph R. Lamar,J A Jones Construction Co (Brunswick),Cargo
1943-06-17,32.0,Mined and lost off Le Havre 1944,1981,1943-05-16,1943-06-11,Lee S Overman,Lee S. Overman,North Carolina Shipbuilding Co,Cargo
1943-06-18,56.0,Scrapped 1973,1046,1943-04-23,1943-06-02,John A Quitman,John A. Quitman,Delta Shipbuilding Co,Cargo
1943-06-18,256.0,Scrapped 1970,1524,1942-10-05,1943-05-19,Elihu Root,Elihu Root,J A Jones Construction Co (Panama City),Cargo
1943-06-18,28.0,Scrapped 1960,2028,1943-05-21,1943-06-10,Ephraim W Baughman,Ephraim W. Baughman,Oregon Shipbuilding Corp,Cargo
1943-06-18,36.0,Scrapped 1971,1668,1943-05-13,1943-06-05,James Shields,James Shields,California Shipbuilding Corp,Cargo
1943-06-18,49.0,"Sold private 1947, scrapped 1967",1557,1943-04-30,1943-05-31,John Carroll,John Carroll,Permanente Metals Co Yard,Cargo
1943-06-19,61.0,Scrapped 1966,804,1943-04-19,1943-06-09,Thomas B Reed,Thomas B. Reed,New England Shipbuilding Corp,Cargo
1943-06-19,36.0,"To U.S. Navy as Triangulum (AK-102), scrapped 1973",1669,1943-05-14,1943-06-06,Triangulum,Eugene B. Daskam,California Shipbuilding Corp,Cargo
1943-06-20,28.0,Scrapped 1961,2029,1943-05-23,1943-06-12,Edward Canby,Edward Canby,Oregon Shipbuilding Corp,Cargo
1943-06-20,32.0,Scrapped 1961,1982,1943-05-19,1943-06-14,Thomas J Jarvis,Thomas J. Jarvis,North Carolina Shipbuilding Co,Cargo
1943-06-20,35.0,"Sold private 1947, wrecked and abandoned 1970",1670,1943-05-16,1943-06-08,Andrew T Huntington,Andrew T. Huntington,California Shipbuilding Corp,Cargo
1943-06-21,67.0,Scrapped 1967,792,1943-04-15,1943-06-07,Robert Treat,Robert Treat,New England Shipbuilding Corp,Cargo
1943-06-21,34.0,Scrapped 1960,1572,1943-05-18,1943-06-10,William W Mayo,William W. Mayo,Permanente Metals Co Yard,Cargo
1943-06-21,58.0,"Exploded and sank in Baltimore 1945, repaired, sold private 1947, scrapped 1961",855,1943-04-24,1943-06-03,Benjamin R Milam,Benjamin R. Milam,Todd Houston Shipbuilding Corp,Cargo
1943-06-22,45.0,Scrapped 1972,1558,1943-05-08,1943-06-03,Jonathan P Dolliver,Jonathan P. Dolliver,Permanente Metals Co Yard,Cargo
1943-06-22,52.0,Scrapped 1964,993,1943-05-01,1943-05-31,William Tyler Page,William Tyler Page,Bethlehem-Fairfield Shipyards,Cargo
1943-06-22,39.0,Scrapped 1971,999,1943-05-14,1943-06-10,Charles Bulfinch,Charles Bulfinch,Bethlehem-Fairfield Shipyards,Cargo
1943-06-22,35.0,"To U.S. Navy as Sculptor (AK-103), scrapped 1969",1671,1943-05-18,1943-06-10,Sculptor,D. W. Harrington,California Shipbuilding Corp,Cargo
1943-06-22,28.0,"To Russia 1943 as Sovetskaya Gavan, scrapped 1990",2030,1943-05-25,1943-06-14,Sovetskaya Gavan,Samuel A. Worcester,Oregon Shipbuilding Corp,Cargo
1943-06-23,38.0,"To U.S. Navy as Ganymede (AK-104), scrapped 1973",1571,1943-05-16,1943-06-08,Ganymede,James W. Nye,Permanente Metals Co Yard,Cargo
1943-06-23,33.0,Scrapped 1972,1573,1943-05-21,1943-06-11,John Lind,John Lind,Permanente Metals Co Yard,Cargo
1943-06-23,27.0,Scrapped 1959,2031,1943-05-27,1943-06-15,John F Steffen,John F. Steffen,Oregon Shipbuilding Corp,Cargo
1943-06-23,34.0,Scrapped 1963,1672,1943-05-20,1943-06-12,William F MacLennan,William F. MacLennan,California Shipbuilding Corp,Cargo
1943-06-23,59.0,Scrapped 1973,1049,1943-04-25,1943-06-05,Richard M Johnson,Richard M. Johnson,Delta Shipbuilding Co,Cargo
1943-06-23,32.0,"Sold private 1947, scrapped 1971",1983,1943-05-22,1943-06-17,Joseph Le Conte,Joseph LeConte,North Carolina Shipbuilding Co,Cargo
1943-06-24,252.0,Scrapped 1968,1196,1942-10-15,1943-05-07,John J Crittenden,John J. Crittenden,St Johns River Shipbuilding Co,Cargo
1943-06-24,43.0,Scrapped 1960,998,1943-05-12,1943-06-09,George W Woodward,George W. Woodward,Bethlehem-Fairfield Shipyards,Cargo
1943-06-25,55.0,Scrapped 1959,856,1943-05-01,1943-06-08,Sidney Sherman,Sidney Sherman,Todd Houston Shipbuilding Corp,Cargo
1943-06-25,88.0,Scrapped 1961,1051,1943-03-29,1943-05-22,Langdon Cheves,Langdon Cheves,Southeastern Shipbuilding Corp,Cargo
1943-06-25,38.0,"Sold private 1947, scrapped 1965",1002,1943-05-18,1943-06-12,Edward L Grant,Edward L. Grant,Bethlehem-Fairfield Shipyards,Cargo
1943-06-25,54.0,Scrapped 1973,1732,1943-05-02,1943-06-06,Edward Sparrow,Edward Sparrow,Delta Shipbuilding Co,Cargo
1943-06-25,34.0,Scrapped 1971,1574,1943-05-22,1943-06-13,Ole E Rolvaag,Ole Edvart Rølvaag,Permanente Metals Co Yard,Cargo
1943-06-25,45.0,"Sold private 1947, wrecked and scrapped 1962",1559,1943-05-11,1943-06-07,James Harlan,James Harlan,Permanente Metals Co Yard,Cargo
1943-06-25,34.0,Scrapped 1971,1673,1943-05-22,1943-06-14,Wilfred Grenfell,Wilfred Grenfell,California Shipbuilding Corp,Cargo
1943-06-25,28.0,"Sold private 1947, scrapped 1967",2032,1943-05-28,1943-06-17,Thomas Condon,Thomas Condon,Oregon Shipbuilding Corp,Cargo
1943-06-26,32.0,Scrapped 1970,1575,1943-05-25,1943-06-15,John T McMillan,John T. McMillan,Permanente Metals Co Yard,Cargo
1943-06-26,33.0,Scrapped 1967,1674,1943-05-24,1943-06-15,Florence Crittenton,Florence Crittenton,California Shipbuilding Corp,Cargo
1943-06-27,34.0,"Sold private 1947, scrapped 1968",1984,1943-05-24,1943-06-20,Arthur Dobbs,Arthur Dobbs,North Carolina Shipbuilding Co,Cargo
1943-06-27,28.0,"Sold private 1947, scrapped 1969",2033,1943-05-30,1943-06-19,Simon Benson,Simon Benson,Oregon Shipbuilding Corp,Cargo
1943-06-27,61.0,Scrapped 1966,805,1943-04-27,1943-06-14,Joshua L Chamberlain,Joshua L. Chamberlain,New England Shipbuilding Corp,Cargo
1943-06-28,40.0,Wrecked and scrapped 1946,1003,1943-05-19,1943-06-13,Robert J Collier,Robert J. Collier,Bethlehem-Fairfield Shipyards,Cargo
1943-06-28,33.0,"Sold private 1947, wrecked and sunk 1967",1576,1943-05-26,1943-06-17,Fremont Older,Fremont Older,Permanente Metals Co Yard,Cargo
1943-06-28,56.0,Scrapped 1961,1047,1943-05-03,1943-06-08,John Sharp Williams,John Sharp Williams,Delta Shipbuilding Co,Cargo
1943-06-28,34.0,Scrapped 1970,1675,1943-05-25,1943-06-17,Joseph Priestley,Joseph Priestley,California Shipbuilding Corp,Cargo
1943-06-28,42.0,"Sold private 1947, wrecked and abandoned 1970",1001,1943-05-17,1943-06-11,Pierre L'Enfant,Pierre L'Enfant,Bethlehem-Fairfield Shipyards,Cargo
1943-06-29,28.0,"To Russia 1943 as Nakhodka, scrapped 1968",2034,1943-06-01,1943-06-21,Nakhodka,Irving W. Pratt,Oregon Shipbuilding Corp,Cargo
1943-06-29,33.0,Scrapped 1966,1676,1943-05-27,1943-06-18,Stephen T Mather,Stephen T. Mather,California Shipbuilding Corp,Cargo
1943-06-29,44.0,Scrapped 1972,1560,1943-05-16,1943-06-10,Robert Lucas,Robert Lucas,Permanente Metals Co Yard,Cargo
1943-06-29,55.0,Scrapped 1961,857,1943-05-05,1943-06-15,John Mary Odin,John Mary Odin,Todd Houston Shipbuilding Corp,Cargo
1943-06-29,45.0,Scrapped 1966,1000,1943-05-15,1943-06-18,Samuel Mcintyre,Variant spelling of Samuel McIntire,Bethlehem-Fairfield Shipyards,Cargo
1943-06-30,124.0,Scrapped 1961,1462,1943-02-26,1943-05-10,Moses Brown,Moses Brown,Walsh-Kaiser Co,Cargo
1943-06-30,48.0,Scrapped 1972,858,1943-05-13,1943-06-19,Mary Austin,Mary Austin,Todd Houston Shipbuilding Corp,Cargo
1943-06-30,57.0,"Torpedoed and breached off Bona 1944, salvaged, scrapped 1952",793,1943-05-04,1943-06-23,George Cleeve,George Cleeve,New England Shipbuilding Corp,Cargo
1943-06-30,176.0,Scrapped 1961,1525,1943-01-05,1943-05-31,John Hay,John Hay,J A Jones Construction Co (Panama City),Cargo
1943-06-30,31.0,"Bombed off New Guinea 1944, repaired, scrapped 1958",1578,1943-05-30,1943-06-20,Stephen Crane,Stephen Crane,Permanente Metals Co Yard,Cargo
1943-06-30,320.0,Scrapped 1971,1492,1942-08-14,1943-05-19,Thomas Todd,Thomas Todd,J A Jones Construction Co (Brunswick),Cargo
1943-06-30,39.0,Scrapped 1964,1005,1943-05-22,1943-06-15,John A Donald,John A. Donald,Bethlehem-Fairfield Shipyards,Cargo
1943-06-30,32.0,"Sold private 1947, scrapped 1963",1577,1943-05-29,1943-06-19,Conrad Kohrs,Conrad Kohrs,Permanente Metals Co Yard,Cargo
1943-06-30,39.0,Wrecked and scrapped 1945,1004,1943-05-22,1943-06-19,Joshua W Alexander,Joshua W. Alexander,Bethlehem-Fairfield Shipyards,Cargo
1943-06-30,35.0,"Sold private 1947, converted to LNG carrier Beauvais, scrapped 1967",1985,1943-05-26,1943-06-24,John Lawson,John Lawson,North Carolina Shipbuilding Co,Cargo
1943-06-30,31.0,"Sold private 1947, scrapped 1967",1678,1943-05-30,1943-06-21,Finley Peter Dunne,Finley Peter Dunne,California Shipbuilding Corp,Cargo
1943-06-30,42.0,Scrapped 1972,1561,1943-05-19,1943-06-15,Edwin T Meredith,Edwin T. Meredith,Permanente Metals Co Yard,Cargo
1943-06-30,55.0,Active: preserved as a memorial in San Francisco,806,1943-05-06,1943-06-19,Jeremiah O'Brien,Jeremiah O'Brien,New England Shipbuilding Corp,Cargo
1943-06-30,33.0,Scrapped 1967,1677,1943-05-28,1943-06-19,Frank Springer,Frank Springer,California Shipbuilding Corp,Cargo
1943-06-30,27.0,"Sold private 1947, scrapped 1966",2035,1943-06-03,1943-06-23,Nicholas J Sinnott,Nicholas J. Sinnott,Oregon Shipbuilding Corp,Cargo
1943-07-02,27.0,"Russia 1943 as Askold, later Dalryba, scrapped 1982",2036,1943-06-05,1943-06-24,Askold,Henry L. Pittock,Oregon Shipbuilding Corp,Cargo
1943-07-02,41.0,"Sold private 1947, scrapped 1968",1006,1943-05-22,1943-06-23,William H Jackson,William Hicks Jackson,Bethlehem-Fairfield Shipyards,Cargo
1943-07-04,34.0,Scrapped 1971,1579,1943-05-31,1943-06-23,William Beaumont,William Beaumont,Permanente Metals Co Yard,Cargo
1943-07-04,27.0,Scrapped 1959,2037,1943-06-07,1943-06-26,Felix Hathaway,Felix Hathaway,Oregon Shipbuilding Corp,Cargo
1943-07-05,36.0,"Sold private 1947, wrecked 1947, declared total loss but repaired, scrapped 1967",1986,1943-05-30,1943-06-27,Hilary A Herbert,Hilary A. Herbert,North Carolina Shipbuilding Co,Cargo
1943-07-05,88.0,Scrapped 1967,1052,1943-04-08,1943-06-08,Nicholas Herkimer,Nicholas Herkimer,Southeastern Shipbuilding Corp,Cargo
1943-07-06,34.0,Scrapped 1966,1580,1943-06-02,1943-06-24,John H Rosseter,John H. Rosseter,Permanente Metals Co Yard,Cargo
1943-07-06,42.0,"Sold private 1947, converted to bulker 1956",1007,1943-05-25,1943-06-26,Janet Lord Roper,Janet Lord Roper,Bethlehem-Fairfield Shipyards,Cargo
1943-07-06,28.0,Wrecked and lost off Panama 1943,2038,1943-06-08,1943-06-28,James Withycombe,James Withycombe,Oregon Shipbuilding Corp,Cargo
1943-07-06,56.0,"Sold private 1951, scrapped 1969",1733,1943-05-11,1943-06-16,John McDonogh,John McDonogh,Delta Shipbuilding Co,Cargo
1943-07-07,44.0,Scrapped 1960,1562,1943-05-24,1943-06-20,Maria Sanford,Maria Sanford,Permanente Metals Co Yard,Cargo
1943-07-07,33.0,"Sold private 1946, sunk 1968",1581,1943-06-04,1943-06-25,Henry Dodge,Henry Dodge,Permanente Metals Co Yard,Cargo
1943-07-07,54.0,"Mined in the North Atlantic 1943, repaired, torpedoed and lost in the Arabian Sea 1944",807,1943-05-14,1943-06-23,John A Poor,John A. Poor,New England Shipbuilding Corp,Cargo
1943-07-07,258.0,Scrapped 1961,1197,1942-10-22,1943-05-21,Sidney Lanier,Sidney Lanier,St Johns River Shipbuilding Co,Cargo
1943-07-07,37.0,Scrapped 1962,1987,1943-05-31,1943-06-30,Hutchinson I Cone,Hutchinson I. Cone,North Carolina Shipbuilding Co,Cargo
1943-07-08,38.0,null,1679,1943-05-31,1943-06-24,Marina Raskova,null,California Shipbuilding Corp,Cargo
1943-07-08,41.0,Scrapped 1974,1008,1943-05-28,1943-06-28,Nathan Towson,Nathan Towson,Bethlehem-Fairfield Shipyards,Cargo
1943-07-08,28.0,Scrapped 1971,2039,1943-06-10,1943-06-30,Binger Hermann,Binger Hermann,Oregon Shipbuilding Corp,Cargo
1943-07-09,39.0,Scrapped 1969,1680,1943-05-31,1943-06-25,Charles A Warfield,Charles A. Warfield,California Shipbuilding Corp,Cargo
1943-07-09,33.0,Scrapped 1970,1582,1943-06-06,1943-06-27,John S Sargent,John S. Sargent,Permanente Metals Co Yard,Cargo
1943-07-09,27.0,Scrapped 1967,2040,1943-06-12,1943-07-01,Donald MacLeay,Donald MacLeay,Oregon Shipbuilding Corp,Cargo
1943-07-09,66.0,"Wrecked 1967, scrapped 1969",794,1943-05-04,1943-06-23,Jacob H Gallinger,Jacob H. Gallinger,New England Shipbuilding Corp,Cargo
1943-07-10,43.0,"To U.S. Navy as Hyperion (AK-107), scrapped 1961",1563,1943-05-28,1943-06-24,Hyperion,Christopher C. Andrews,Permanente Metals Co Yard,Cargo
1943-07-10,56.0,"Sold private 1947, wrecked and scrapped 1969",859,1943-05-15,1943-06-24,E A Peden,E. A. Peden,Todd Houston Shipbuilding Corp,Cargo
1943-07-10,35.0,Scrapped 1971,1988,1943-06-05,1943-07-03,Lawrence D Tyson,Lawrence D. Tyson,North Carolina Shipbuilding Co,Cargo
1943-07-11,39.0,Scrapped 1967,1681,1943-06-02,1943-06-28,Stephen Vincent Benet,Stephen Vincent Benét,California Shipbuilding Corp,Cargo
1943-07-11,27.0,Scrapped 1967,2041,1943-06-14,1943-07-03,Henry L Hoyt,Henry L. Hoyt,Oregon Shipbuilding Corp,Cargo
1943-07-12,34.0,"Sold private 1947, scrapped 1963",1583,1943-06-08,1943-06-28,Charles Robinson,Charles Robinson,Permanente Metals Co Yard,Cargo
1943-07-12,41.0,"To U.S. Navy as YAG 1955, scrapped 1971",1011,1943-06-01,1943-06-30,John Stevenson,John Stevenson,Bethlehem-Fairfield Shipyards,Cargo
1943-07-12,42.0,"Wrecked in Bizerta 1944, scrapped 1948",1009,1943-05-31,1943-06-29,Robert Erskine,Robert Erskine,Bethlehem-Fairfield Shipyards,Cargo
1943-07-12,36.0,Scrapped 1967,1682,1943-06-06,1943-06-29,Stephen H Long,Stephen H. Long,California Shipbuilding Corp,Cargo
1943-07-13,28.0,"To Russia 1943 as Erevan, scrapped 1975",2042,1943-06-15,1943-07-04,Erevan,Joseph Watt,Oregon Shipbuilding Corp,Cargo
1943-07-13,63.0,Scrapped 1963,1236,1943-05-11,1943-06-15,Henry Durant,Henry Durant,Marinship Corp,Cargo
1943-07-13,70.0,"Sold private 1947, scrapped 1969",795,1943-05-04,1943-06-23,Silvester Gardiner,Sylvester Gardiner,New England Shipbuilding Corp,Cargo
1943-07-13,32.0,"Sold private 1947, wrecked 1964 and scrapped",1585,1943-06-11,1943-07-01,Clarence King,Clarence King,Permanente Metals Co Yard,Cargo
1943-07-13,40.0,Scrapped 1961,1565,1943-06-03,1943-06-28,Floyd B Olson,Floyd B. Olson,Permanente Metals Co Yard,Cargo
1943-07-14,57.0,Scrapped 1959,1936,1943-05-18,1943-06-30,Sam Houston II,Sam Houston,Todd Houston Shipbuilding Corp,Cargo
1943-07-14,42.0,"Sold private 1947, scrapped 1969",1012,1943-06-02,1943-07-04,George M Cohan,George M. Cohan,Bethlehem-Fairfield Shipyards,Cargo
1943-07-14,27.0,Scrapped 1967,2043,1943-06-17,1943-07-07,Delazon Smith,Delazon Smith,Oregon Shipbuilding Corp,Cargo
1943-07-14,37.0,Scrapped 1965,1683,1943-06-07,1943-06-30,Anson P K Safford,Anson P. K. Safford,California Shipbuilding Corp,Cargo
1943-07-15,37.0,"To U.S. Navy as Naos (AK-105), scrapped 1971",1684,1943-06-08,1943-06-30,Naos,William R. Nelson,California Shipbuilding Corp,Cargo
1943-07-15,36.0,Scrapped 1969,1989,1943-06-09,1943-07-08,David F Houston,David F. Houston,North Carolina Shipbuilding Co,Cargo
1943-07-16,94.0,Scrapped 1972,1053,1943-04-13,1943-06-25,Casimir Pulaski,Kazimierz Pułaski,Southeastern Shipbuilding Corp,Cargo
1943-07-16,36.0,"To U.S. Navy as Alkes (AK-110), scrapped 1972",1584,1943-06-10,1943-06-29,Alkes,Increase A. Lapham,Permanente Metals Co Yard,Cargo
1943-07-16,27.0,Scrapped 1961,2044,1943-06-19,1943-07-09,Samuel K Barlow,Samuel K. Barlow,Oregon Shipbuilding Corp,Cargo
1943-07-17,53.0,"Sold private 1947, sunk 1967",1937,1943-05-25,1943-07-05,George C Childress,George C. Childress,Todd Houston Shipbuilding Corp,Cargo
1943-07-17,47.0,"Kamikazied in Leyte Gulf 1944, repaired, scrapped 1970",1564,1943-05-31,1943-06-30,Leonidas Merritt,Leonidas Merritt,Permanente Metals Co Yard,Cargo
1943-07-17,37.0,Scrapped 1959,1685,1943-06-10,1943-07-03,Samholt,Samholt,California Shipbuilding Corp,Cargo
1943-07-18,27.0,Wrecked and lost in the Aleutians 1943,2045,1943-06-21,1943-07-11,John P Gaines,John P. Gaines,Oregon Shipbuilding Corp,Cargo
1943-07-18,36.0,Scrapped 1967,1990,1943-06-12,1943-07-11,John Merrick,John Merrick,North Carolina Shipbuilding Co,Cargo
1943-07-19,34.0,"Torpedoed in the Pacific 1943, to U.S. Navy as Antelope (IX-109), scrapped 1950",1587,1943-06-15,1943-07-06,M H De Young,M. H. de Young,Permanente Metals Co Yard,Cargo
1943-07-19,43.0,Scrapped 1970,1013,1943-06-06,1943-07-10,George H Pendleton,George H. Pendleton,Bethlehem-Fairfield Shipyards,Cargo
1943-07-20,260.0,"Sold private 1947, scrapped 1971",1198,1942-11-02,1943-05-29,Robert Y Hayne,Robert Y. Hayne,St Johns River Shipbuilding Co,Cargo
1943-07-20,43.0,Scrapped 1965,1692,1943-06-07,1943-07-06,Francis G Newlands,Francis G. Newlands,Permanente Metals Co Yard,Cargo
1943-07-20,325.0,"Sold private 1947, scrapped 1963",1493,1942-08-29,1943-06-21,Robert Trimble,Robert Trimble,J A Jones Construction Co (Brunswick),Cargo
1943-07-20,33.0,"Torpedoed by the I-27 and lost in the Arabian Sea, November 8, 1943.",1588,1943-06-17,1943-07-08,Sambridge,Sambridge,Permanente Metals Co Yard,Cargo
1943-07-20,50.0,Scrapped 1969,1010,1943-05-31,1943-07-11,John Wanamaker,John Wanamaker,Bethlehem-Fairfield Shipyards,Cargo
1943-07-20,27.0,"Sold private 1947, scrapped 1968",2046,1943-06-23,1943-07-13,Sampler,William C. Lane,Oregon Shipbuilding Corp,Cargo
1943-07-20,38.0,Scrapped 1961,1686,1943-06-12,1943-07-08,Samson,Samson,California Shipbuilding Corp,Cargo
1943-07-22,37.0,Reefed off Aransas Pass TX 1976,1991,1943-06-15,1943-07-15,Charles A Dana,Charles A. Dana,North Carolina Shipbuilding Co,Cargo
1943-07-22,28.0,"To Russia 1943 as Baku, scrapped 1975",2047,1943-06-24,1943-07-14,Baku,David Douglas,Oregon Shipbuilding Corp,Cargo
1943-07-22,38.0,"Sold private 1947, sunk 1963",1687,1943-06-14,1943-07-10,Billy Sunday,Billy Sunday,California Shipbuilding Corp,Cargo
1943-07-22,42.0,Scrapped 1958,1693,1943-06-10,1943-07-09,Ambrose Bierce,Ambrose Bierce,Permanente Metals Co Yard,Cargo
1943-07-23,42.0,"Torpedoed in the English Channel 1944, beached and scrapped",1016,1943-06-11,1943-07-12,James A Farrell,James A. Farrell,Bethlehem-Fairfield Shipyards,Cargo
1943-07-23,34.0,"Sold private 1947, scrapped 1973",1589,1943-06-19,1943-07-10,John Ross,John Ross,Permanente Metals Co Yard,Cargo
1943-07-23,38.0,"Sold private 1947, scrapped 1971",1688,1943-06-15,1943-07-11,Samaritan,Samaritan,California Shipbuilding Corp,Cargo
1943-07-23,56.0,"In collision off Newfoundland 1944, scrapped",1938,1943-05-28,1943-07-06,J Pinckney Henderson,J. Pinckney Henderson,Todd Houston Shipbuilding Corp,Cargo
1943-07-24,92.0,Scrapped 1972,1054,1943-04-23,1943-07-06,Hamlin Garland,Hamlin Garland,Southeastern Shipbuilding Corp,Cargo
1943-07-24,28.0,"Torpedoed from the air off Guadalcanal 1943, repaired, sold private 1947, exploded 1961, scrapped 1964",2048,1943-06-26,1943-07-16,George H Himes,George H. Himes,Oregon Shipbuilding Corp,Cargo
1943-07-24,31.0,"Sold private 1947, scrapped 1968",1709,1943-06-23,1943-07-14,Luther S Kelly,Luther S. Kelly,Permanente Metals Co Yard,Cargo
1943-07-24,142.0,"Reefed off Port Mansfield TX, 1976",1526,1943-03-04,1943-06-28,Dwight L Moody,Dwight L. Moody,J A Jones Construction Co (Panama City),Cargo
1943-07-25,38.0,Scrapped 1964,1689,1943-06-17,1943-07-12,Zona Gale,Zona Gale,California Shipbuilding Corp,Cargo
1943-07-25,30.0,"Sold private 1947, wrecked and sunk 1963",1994,1943-06-25,1943-07-17,Richmond P Hobson,Richmond P. Hobson,North Carolina Shipbuilding Co,Cargo
1943-07-25,27.0,"Sold private 1947, sank 1966",2049,1943-06-28,1943-07-18,J D Ross,J. D. Ross,Oregon Shipbuilding Corp,Cargo
1943-07-26,38.0,"Sold private 1947, scrapped 1967",1690,1943-06-18,1943-07-13,Brand Whitlock,Brand Whitlock,California Shipbuilding Corp,Cargo
1943-07-26,47.0,"Wrecked in Loch Ewe 1944, sunk as breakwater off Normandy 1944 and abandoned",1014,1943-06-09,1943-07-16,George W Childs,George W. Childs,Bethlehem-Fairfield Shipyards,Cargo
1943-07-26,32.0,Scrapped 1959,1710,1943-06-24,1943-07-15,Charles N McGroarty,Charles N. McGroarty,Permanente Metals Co Yard,Cargo
1943-07-26,41.0,Scrapped 1970,1694,1943-06-15,1943-07-13,James Fergus,James Fergus,Permanente Metals Co Yard,Cargo
1943-07-26,43.0,Scrapped 1965,1018,1943-06-13,1943-07-15,Crosby S Noyes,Crosby S. Noyes,Bethlehem-Fairfield Shipyards,Cargo
1943-07-27,36.0,Scrapped 1965,1708,1943-06-21,1943-07-11,Joseph A Holmes,Joseph A. Holmes,Permanente Metals Co Yard,Cargo
1943-07-27,27.0,Scrapped 1963,2050,1943-06-30,1943-07-20,James K Kelly,James K. Kelly,Oregon Shipbuilding Corp,Cargo
1943-07-27,57.0,Reefed off the Virginia Capes 1975,1939,1943-05-31,1943-07-12,George P Garrison,George P. Garrison,Todd Houston Shipbuilding Corp,Cargo
1943-07-27,44.0,Scrapped 1960,1586,1943-06-13,1943-07-04,William Prouse,William Prouse,Permanente Metals Co Yard,Cargo
1943-07-27,63.0,"Sold private 1947, burnt 1959, scrapped 1963",796,1943-05-25,1943-07-18,Robert Jordan,Robert Jordan,New England Shipbuilding Corp,Cargo
1943-07-28,38.0,"Sold private 1947, scrapped 1971",1691,1943-06-20,1943-07-15,Vernon L Kellogg,Vernon Lyman Kellogg,California Shipbuilding Corp,Cargo
1943-07-28,40.0,Scrapped 1962,1992,1943-06-18,1943-07-21,Clement Clay,Clement Clay,North Carolina Shipbuilding Co,Cargo
1943-07-28,48.0,Scrapped 1964,1015,1943-06-10,1943-07-18,Robert Eden,Robert Eden,Bethlehem-Fairfield Shipyards,Cargo
1943-07-29,33.0,"Sold private 1951, wrecked and scrapped 1967",1711,1943-06-26,1943-07-17,Thomas M Cooley,Thomas M. Cooley,Permanente Metals Co Yard,Cargo
1943-07-29,136.0,"Grounded in the Thames Estuary 1944, declared total loss.",1199,1943-03-15,1943-06-15,Richard Montgomery,Richard Montgomery,St Johns River Shipbuilding Co,Cargo
1943-07-29,28.0,Scrapped 1961,2051,1943-07-01,1943-07-22,Thomas W Symons,Thomas W. Symons,Oregon Shipbuilding Corp,Cargo
